"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-09","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","595","E","","","0"
"2015-09","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","23430","A","","","0"
"2015-09","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","2.5","D","","","1"
"2015-09","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","260","D","","","0"
"2015-09","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","10315","A","","","0"
"2015-09","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.5","D","","","1"
"2015-10","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","382545","A","","","0"
"2015-10","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15346980","A","","","0"
"2015-10","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.4","A","","","1"
"2015-10","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","4485","B","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","205595","A","","","0"
"2015-10","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.1","B","","","1"
"2015-10","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1260","D","","","0"
"2015-10","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","62850","A","","","0"
"2015-10","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.0","D","","","1"
"2015-10","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","8195","B","","","0"
"2015-10","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","411610","A","","","0"
"2015-10","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.0","B","","","1"
"2015-10","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","7805","C","","","0"
"2015-10","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","290475","A","","","0"
"2015-10","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.6","C","","","1"
"2015-10","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","54665","A","","","0"
"2015-10","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3381695","A","","","0"
"2015-10","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","1.6","A","","","1"
"2015-10","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","159465","A","","","0"
"2015-10","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","5870130","A","","","0"
"2015-10","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.6","A","","","1"
"2015-10","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","10920","B","","","0"
"2015-10","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","573885","A","","","0"
"2015-10","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","1.9","B","","","1"
"2015-10","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","11145","C","","","0"
"2015-10","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","461965","A","","","0"
"2015-10","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.4","C","","","1"
"2015-10","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","55065","A","","","0"
"2015-10","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1998380","A","","","0"
"2015-10","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.7","A","","","1"
"2015-10","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","68350","B","","","0"
"2015-10","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2039415","A","","","0"
"2015-10","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","3.2","B","","","1"
"2015-10","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","370","D","","","0"
"2015-10","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","17050","A","","","0"
"2015-10","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","2.1","D","","","1"
"2015-10","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","495","E","","","0"
"2015-10","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","23160","A","","","0"
"2015-10","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","2.1","E","","","1"
"2015-10","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","315","D","","","0"
"2015-10","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","10775","A","","","0"
"2015-10","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.9","D","","","1"
"2015-11","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","373980","A","","","0"
"2015-11","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15424770","A","","","0"
"2015-11","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.4","A","","","1"
"2015-11","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","5015","C","","","0"
"2015-11","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","208745","A","","","0"
"2015-11","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.3","C","","","1"
"2015-11","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1335","E","","","0"
"2015-11","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","62330","A","","","0"
"2015-11","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.1","E","","","1"
"2015-11","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","8220","B","","","0"
"2015-11","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","404685","A","","","0"
"2015-11","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.0","B","","","1"
"2015-11","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","5410","D","","","0"
"2015-11","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","299260","A","","","0"
"2015-11","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","1.8","D","","","1"
"2015-11","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","52875","B","","","0"
"2015-11","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3387620","A","","","0"
"2015-11","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","1.5","B","","","1"
"2015-11","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","162870","B","","","0"
"2015-11","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","5937295","A","","","0"
"2015-11","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.7","B","","","1"
"2015-11","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","13520","B","","","0"
"2015-11","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","585025","A","","","0"
"2015-11","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.3","B","","","1"
"2015-11","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","11405","C","","","0"
"2015-11","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","471125","A","","","0"
"2015-11","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.4","C","","","1"
"2015-11","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","53245","B","","","0"
"2015-11","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1982295","A","","","0"
"2015-11","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.6","B","","","1"
"2015-11","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","58425","B","","","0"
"2015-11","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2036275","A","","","0"
"2015-11","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","2.8","B","","","1"
"2015-11","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","525","E","","","0"
"2015-11","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16500","A","","","0"
"2015-11","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","3.1","D","","","1"
"2015-11","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","890","E","","","0"
"2015-11","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22810","A","","","0"
"2015-11","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","3.8","E","","","1"
"2015-11","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","250","D","","","0"
"2015-11","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","10800","A","","","0"
"2015-11","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","2.2","D","","","1"
"2015-12","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","303040","A","","","0"
"2015-12","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15319640","A","","","0"
"2015-12","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","1.9","A","","","1"
"2015-12","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","3810","C","","","0"
"2015-12","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","192600","A","","","0"
"2015-12","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","1.9","C","","","1"
"2015-12","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1475","D","","","0"
"2015-12","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","58975","A","","","0"
"2015-12","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.4","D","","","1"
"2015-12","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","6390","B","","","0"
"2015-12","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","402730","A","","","0"
"2015-12","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","1.6","B","","","1"
"2015-12","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","5280","C","","","0"
"2015-12","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","285565","A","","","0"
"2015-12","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","1.8","C","","","1"
"2015-12","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","44595","B","","","0"
"2015-12","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3377390","A","","","0"
"2015-12","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","1.3","B","","","1"
"2015-12","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","125955","A","","","0"
